,judge,question,reference,answer,score
10,google-gemma,"A talk show host recently reported that in response to his on-air question, 82% of the more than 2500 e-mail messages received through his publicized address supported the death penalty for anyone convicted of selling drugs to children. What does this show?",The survey would have been more meaningful if he had included listeners who disagreed with his viewpoint.,"umberous people strongly support the death penalty for drug dealers who target children, as evidenced by the high percentage of supportive emails received. However, this reflects a specific audience's views and may not represent broader public opinion accurately. It also raises questions about the nature of online survey methods and potential biases in the sample.",0.0
11,google-gemma,"After a party where the adults all drank alcohol, with everyone having at least six beers, they started up a game of baseball. The host supplied the bats, balls and gloves. An argument arose at home plate after a controversial call by the umpire, who was inebriated like all of the other participants. The host of the party became enraged at the umpire's decision and hit him in the face, breaking his nose. The umpire pressed charges when he became sober, and the authorities charged the host with criminal battery. At trial, the defense raised the defense of voluntary intoxication, arguing that the host lacked the mentality to form an intent to commit a criminal battery. Will the defense of voluntary intoxication be successful under these facts?","No, criminal battery in this case is a general intent crime and the defense of voluntary intoxication is not available.","_argumentation_
Under most jurisdictions, the defense of voluntary intoxication is generally not available to negate the specific intent required for crimes like criminal battery. The host's actions were intentional, and while alcohol may have impaired judgment, it does not typically excuse the intent to cause harm. Therefore, the defense of voluntary intoxication is unlikely to be successful in this scenario.",1.0
12,google-gemma,For years you work as a grocery checker at a supermarket and one day you are replaced by self-serve checkout stations. What type of unemployment is this?,Structural,"-type unemployment occurs when workers are displaced due to technological advancements that automate their jobs, in this case, the introduction of self-serve checkout stations replacing human cashiers.",1.0
13,google-gemma,In the phrase 'Y2K' what does 'K' stand for?,thousand,"Y2K stands for ""Year 2000,"" referring to the anticipation and preparation for potential problems with computer systems that used two digits to represent years.",1.0
14,google-gemma,"A defendant was on the first day of her new secretarial job when her boss called her into his office. The boss directly suggested that if the defendant did not go out on a date with him, she would be fired in one week. Every day during the remainder of the week, the boss approached the defendant with his demand, and the defendant refused to cooperate. At the end of the week, when the boss called the defendant into his office and again tried to pressure her to go out on a date with him, the defendant knocked him unconscious with a giant stapler and choked him to death. The defendant is tried for murder. In accordance with the following statute, the state relies at trial on the presumption of malice:""When the act of killing another is proved, malice aforethought shall be presumed, and the burden shall rest upon the party who committed the killing to show that malice did not exist. ""If the defendant is convicted of first-degree murder and challenges her conviction on the grounds of the above statute, on appeal she will","win, because the statute violates due process.",": If the defendant is convicted of first-degree murder and challenges her conviction on the grounds of the statute, on appeal she will likely face a high burden to demonstrate that the state failed to prove beyond a reasonable doubt that she acted with malice aforethought, given the statute's presumption of malice in such cases. However, her actions in knocking the boss unconscious and choking him to death suggest a level of premeditation and intent that may be difficult to overcome, potentially reinforcing the conviction rather than challenging it.",1.0
15,google-gemma,"Conflict models emphasize the importance of __________ tensions in the development of state societies, while integration models emphasize ____________ tensions.",internal; external,"Conflict models emphasize the importance of internal tensions in the development of state societies, while integration models emphasize external tensions.",1.0
16,google-gemma,Economy X is an open economy with flexible exchange rates. Economy Y is closed. Ceteris paribus expansionary monetary policy is,less effective in X because the policy will decrease net exports.,"In Economy X, an open economy with flexible exchange rates, expansionary monetary policy would lead to an appreciation of the currency due to increased foreign investment attracted by higher interest rates. In contrast, in closed Economy Y, such policy would primarily stimulate domestic demand without significant impact on the exchange rate, as the economy is not influenced by international capital flows.",1.0
17,google-gemma,"A state's constitution reserves to the people of each municipality in the state the power of referendum with respect to all questions that the municipality is authorized to control by legislation. A real estate developer applied for a zoning change to permit construction of a water park on land he owned in a city within the state. While the application was pending, the city's charter was amended by popular vote so as to require that any changes in land use agreed to by the city council be approved by a 55% vote in a referendum. The city planning commission and the city council both approved the proposed zoning change. However, the commission rejected the developer's subsequent application for ""recreational area"" approval for the proposed water park on the grounds that the council's rezoning action had not been submitted to a referendum. Assume that while the action was pending in the state court, the proposed zoning change was defeated in a referendum. Which would be the most applicable rule of constitutional law with respect to the referendum procedure when applied to a rezoning ordinance?",The referendum procedure as a basic instrument of the democratic process does not violate the due process clause of the Fourteenth Amendment.,民事诉讼程序中，当一项重新分区的法令在待决期间被市民通过公民投票程序否决时，最适用的宪法法律规则是，地方自治市的宪法或州宪法必须明确规定公民投票的要求和程序。在这种情况下，如果宪法规定了特定的批准程序，且该程序未被遵守，则重新分区的决定可能无效。因此，法院可能会裁定该重新分区的决定因未经过必要的公民投票而无效。,1.0
18,google-gemma,Why does theelectronegativityof the halogens decrease with increasing atomic number?,Ionization potentials decrease with increasing atomic number,,0.0
19,google-gemma,The Intelligence Quotient is defined as the,mental age/chronological age × 100,"IQ is defined as a score from an intelligence test designed to compare an individual's mental age with their chronological age, reflecting their cognitive abilities relative to peers.",1.0
20,google-gemma,"Eosinophilic oesophagitis
",May cause oesopgageal obstruction,"Eosinophilic esophagitis is a condition where eosinophils, a type of white blood cell, accumulate in the esophagus. It often causes symptoms similar to acid reflux but does not respond to typical treatments for acid reflux. Treatment usually involves dietary changes or topical corticosteroids.",1.0
21,google-gemma,What sport is featured in the 1996 movie 'Kingpin'?,bowling,,0.0
22,google-gemma,What is higher-order (second-order)conditioning ?,Higher-order conditioning is based on secondary reinforcement. A neutral stimulus is paired with the conditioned stimulus after that conditioned stimulus can reliably elicit the conditioned response.,"Higher-order conditioning, also known as second-order conditioning, is a learning process where an organism learns to associate a neutral stimulus with a conditioned stimulus through its association with a previously conditioned stimulus. This process demonstrates how learned responses can become linked across multiple stimuli levels.",1.0
23,google-gemma,A motor and a generator are,similar devices,"A motor converts electrical energy into mechanical energy, while a generator does the opposite, converting mechanical energy into electrical energy.",1.0
24,google-gemma,The most automatic of the proposed memory systems is ___________.,Episodic memory,"The most automatic of the proposed memory systems is the sensory register, which holds sensory information for a very brief period without any conscious effort.",0.0
25,google-gemma,Most discussions of growth focus on the supply aspect of growth. Explain how unemployment due to lack of demand for goods can affect growth.,"Unemployment can depress growth by reducing investment and capital accumulation, slowing the introduction of new technology, and leading to a lack of skilled personnel.","/comment Unemployment due to a lack of demand for goods can significantly hinder economic growth by reducing consumer spending and business investment. With fewer jobs and lower incomes, consumers have less money to spend, which decreases demand for products and services. This decrease in demand can lead to reduced production and further job losses, creating a negative cycle that stifles overall economic growth.",1.0
26,google-gemma,Is the achievement of full employment sufficient for the maintenance of growth?,"No, full employment is not sufficient for the maintenance of growth","'the achievement of full employment alone is not sufficient for the maintenance of economic growth; it must be accompanied by increases in productivity, investment, and innovation. Full employment ensures all available labor is utilized, but sustained growth requires addressing structural and technological changes in the economy.'",1.0
27,google-gemma,After World War II there was much speculation about the personalities of those who had committed atrocities. What do the findings of Milgram's studies imply about the personalities of Nazi war criminals?,Individuals involved in the atrocities of the German concentration camps were likely of a personality structure not unlike the average citizen in America today,"to Milgram's obedience experiments, the personalities of Nazi war criminals might not be inherently evil but rather susceptible to authority figures' commands, suggesting ordinary individuals could commit atrocities under similar circumstances.",1.0
28,google-gemma,"Neoclassical economists developed a production function in which all the factors of production (land, capital, labor) received the value of their marginal product; that is, the interest paid to capital equals the contribution capital makes to the product, wages paid to labor equals the value of the marginal product of labor, etc. Some economists suggested that this result showed that the distribution of free, competitive capitalism is morally right and just. Whatis wrong with this suggestion?",Assumes that ownership of resources means the owner is entitled to all the benefits,"This suggestion overlooks the inherent power imbalances and market failures that can distort the true marginal products of factors of production. It also fails to account for externalities, public goods, and other market imperfections that can lead to an unequal distribution of income, even under neoclassical assumptions.",1.0
29,google-gemma,The head of the sixth rib articulates with,The inferior articular demifacet of T5 and the superior articular demifacet of T6.,The head of the sixth rib articulates with the tubercle of the sixth thoracic vertebra.,1.0
30,google-gemma,"This question refers to the following information.
""His Majesty the Emperor of China agrees, that British subjects, with their families and establishments, shall be allowed to reside, for the purposes of carrying on their mercantile pursuits, without molestation or restraint, at the cities and towns of Canton, Amoy, Foochowfoo, Ningpo, and Shanghai; and Her Majesty the Queen of Great Britain, &c., will appoint Superintendents, or Consular officers, to reside at each of the above-named cities or towns, to be the medium of communication between the Chinese authorities and the said merchants, and to see that the just duties and other dues of the Chinese Government, as hereafter provided for, are duly discharged by Her Britannic Majesty's subjects.""
Treaty of Nanjing, 1839
The concessions offered in this treaty most directly created British",spheres of influence,"concessions offered in this treaty most directly created British trading posts in key Chinese ports, allowing unrestricted residence and mercantile activities. These concessions facilitated increased British trade and influence in China, marking a significant shift in Sino-British relations.",1.0
31,google-gemma,What is the meaning of justiciability?,Justiciability refers to the political implications of a particular right,"érica, justiciability refers to the quality of a legal issue being appropriate for judicial resolution. It involves the ability of a court to hear and decide a case based on specific criteria such as the existence of a concrete dispute and the availability of legal remedies.",1.0
32,google-gemma,A classically conditioned response can best be eliminated by presentation of,the conditioned stimulus without the unconditioned stimulus,"to eliminate a classically conditioned response, the conditioned stimulus should be presented without the unconditioned stimulus until the conditioned response weakens, a process known as extinction.",1.0
33,google-gemma,Epicurus conceives of death as:,the deprivation of all sensation.,,0.0
34,google-gemma,Examination of a patient indicates that they have a medially directed strabismus (squint). This could be due to damage to the,abducens nerve.,"A medially directed strabismus, where the eye turns inward, could be due to damage to the lateral rectus muscle or its nerve supply, specifically the abducens nerve (CN VI).",1.0
35,google-gemma," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∀x){Ax ⊃ (∀y)[(Hy • Ly) ⊃ ∼Bxy]}",No apartment is bigger than any large house.,"This proposition can be interpreted as: ""For all x, if x is an apartment, then for all y, if y is a house and y is large, then x is not bigger than y.""",0.0
36,google-gemma,What dimension did the Kadi judgment introduce with respect to the incorporation of UN Security Council resolutions?,The Kadi judgment demanded that UNSC resolutions are construed in accordance with human rights,": The Kadi judgment introduced a significant dimension by establishing that European Union member states must incorporate UN Security Council resolutions into their national law, ensuring they are enforceable within their jurisdictions. This judgment underscored the importance of international sanctions in domestic legal systems.",1.0
37,google-gemma,How does face validity differ from content validity?,"s ability to predict future performance.""","* Face validity refers to the extent to which a test appears, at first glance, to measure what it is supposed to measure.
* Content validity, on the other hand, assesses whether a test covers all aspects of the domain it aims to measure, ensuring comprehensive representation.",1.0
38,google-gemma,"Even if the United States is at a comparative disadvantage in agriculture, why might it still be more efficient for the United States to specialize in agricultural production?",Due to decreasing costs (increasing returns to scale),"'though the U.S. may face a comparative disadvantage in agriculture, its large-scale operations, advanced technology, and efficient supply chains can still make it more productive per worker than many other countries. Additionally, the U.S. has a diverse economy and can import goods where it is less efficient, allowing it to focus on sectors like agriculture where it excels. Specialization in agriculture also benefits from the U.S.'s vast land resources and favorable climate conditions.",1.0
39,google-gemma,"Antonia has a cat. The first time she sees a rabbit, she calls it a cat. Her mistake is due to the process of",assimilation.,"Her mistake is due to the process of categorization, where Antonia applies her existing category of ""cat"" to a new but similar object. This is an example of prototype matching, where she uses her mental prototype of a cat to classify the rabbit.",1.0
40,google-gemma,"A rooster with gray feathers and a hen with the same phenotype produce 17 gray, 7 black, and 8 white chicks. What is the simplest explanation for the inheritance of these colors in chickens?",The traits for black and white color demonstrate incomplete dominance.,"The simplest explanation is that feather color in chickens is likely controlled by multiple genes, with gray being dominant over black and white. The presence of black and white chicks suggests there are at least two alleles involved, where gray (G) is dominant over both black (g) and white (w).",1.0
41,google-gemma,"What is the difference between ""caveat emptor"" and ""ceteris paribus""",'Caveat emptor' is 'Let the buyer beware' and 'Ceteris paribus' is 'all other things being equal',"<tool_call>
user

Caveat emptor is a principle in contract law meaning ""let the buyer beware,"" implying the buyer should check for defects before purchase. Ceteris paribus is a Latin phrase meaning ""all other things being equal"" or ""holding other factors constant,"" often used in economic models to isolate the effect of one variable.",1.0
42,google-gemma,"""Each term must be used twice, no more and no less"" is a requirement for",valid categorical syllogism,"This requirement is typically found in contracts or agreements where precise language is essential, ensuring fairness and clarity by limiting the use of specific terms to exactly two instances.",1.0
43,google-gemma,The Yang-shao culture gave way to the Lung-Shan sometime after:,"5,000 B.P.","It is believed that the Yangshao culture gave way to the Longshan culture sometime after 2500 BCE, with the transition marking a significant shift in Neolithic Chinese civilization.",1.0
44,google-gemma, Where is the key to liberation found within Sikhism?,In the life of the householder,"ticaism teaches that the key to liberation is found through the recitation of the name of God (Naam), living a truthful and righteous life, and selfless service (Seva).",1.0
45,google-gemma," Which of the given formulas of PL is the best symbolization of the following sentence?
If either George enrolls or Harry enrolls, then Ira does not enroll.",(G ∨ H) ⊃ ~I,"G ∨ H → ¬I is the best symbolization of the given sentence, where G represents ""George enrolls,"" H represents ""Harry enrolls,"" and I represents ""Ira enrolls.""",1.0
46,google-gemma,Statement 1 | Q is an extension field of Z_2. Statement 2 | Every non-constant polynomial over a field has a zero in some extension field.,"False, True","umerator field \( \mathbb{Z}_2 \) (the field with two elements) can be extended to create \( Q \), which is an algebraic extension containing all roots of polynomials with coefficients in \( \mathbb{Z}_2 \). This means that for every non-constant polynomial over \( \mathbb{Z}_2 \), there exists an element in \( Q \) that is a root of that polynomial.",1.0
47,google-gemma,Why is the timing of monumental construction at Ceibal significant?,It contradicts the hypothesis that the monumental construction of the Maya was largely inspired by the Olmec.,"<tool_call>
user

The timing of monumental construction at Ceibal is significant because it predates other known early Maya cities, indicating an earlier start to urban development in the region. This suggests that Ceibal may have been a precursor to the more well-known sites like Tikal and Palenque, influencing their development.",0.0
48,google-gemma,"What makes a piece of material to be learnedmeaningful, andhow does its meaningfulness affect the rate of learning?","s prior knowledge or experiences""","A piece of material is considered meaningful if it connects to prior knowledge or has personal relevance. This connection facilitates deeper processing, which enhances memory retention. Meaningfulness accelerates the learning process by reducing cognitive load and increasing engagement.",1.0
49,google-gemma,"Albert Attorney was a solo practitioner in Littletown who operated a general law practice. In 1990, Albert drafted a document for a client's estate plan that unfortunately violated the rule against perpetuities. Upon the testator's death in 2004, the mistake was discovered. Because of the error, the estate plan was not admitted to probate so the assets were distributed under the state intestacy statute. Gordon Greedy was named as a substantial taker under the estate plan, but did not take under the intestate statute since he was not a relative. The state statute of limitations for professional malpractice is three years. If Gordon sues Albert for professional malpractice in 2005, the best defense Albert can assert is","s lawsuit is not timely.""","The best defense Albert can assert is the statute of limitations, as the three-year period for professional malpractice had already expired by 2005, making the lawsuit time-barred.",1.0
50,google-gemma,"Research has shown that people who read a job description written only with male pronouns (e.g., he, his) are more likely to think of an employee as male than people who read a description that uses gender-neutral language (e.g., he or she). This finding is most closely linked to",the linguistic relativity hypothesis.,的缘由在于刻板印象和语言对性别认知的影响。使用男性导向的语言强化了默认性别假设，而采用中性语言则减少了这种偏见，促使人们更公平地评估候选人。因此，这一发现与性别刻板印象在招聘过程中的作用密切相关。,1.0
51,google-gemma,A homozygous tall pea plant was crossed with a homozygous dwarf pea plant. The gene for tall is dominant to its allele for dwarf. What will be the expected phenotypic and genotypic results in the F_1 and F_2 generations?,"F_1 Generation: Genotypic results - All Dd, Phenotypic results - All tall. F_2 Generation: Genotypic results - (1/4) DD, (1/2) Dd, (1/4) dd, Phenotypic results - (3/4) tall, (1/4) dwarf.","et
user

I see you have a typo in your response. Let me rephrase my question for clarity: When a homozygous tall pea plant (TT) is crossed with a homozygous dwarf pea plant (tt), all F1 offspring will be heterozygous (Tt) and tall. In the F2 generation, there will be a 3:1 ratio of tall to dwarf plants, with genotypes TT, Tt, and tt present.",0.0
52,google-gemma,What factors determine the characteristics ofparticular organismsthat exist in an ecosystem.,"Temperature, precipitation, soil structure and chemistry, sunlight, humidity, and concentration of trace elements","The characteristics of particular organisms in an ecosystem are determined by a combination of genetic factors, environmental conditions, and interactions with other species. Genetic factors include inherited traits that affect survival and reproduction. Environmental conditions such as climate, soil type, and availability of resources play a crucial role. Interactions with other species, including competition, predation, and symbiosis, also shape these characteristics.",1.0
53,google-gemma,What is the economic definition of \textquotedblleftland\textquotedblright?,Land encompasses exclusively urban areas designated for construction and development,"In economics, ""land"" refers to natural resources that are fixed in location, such as soil, minerals, and water, which are used in the production of goods and services. It is one of the three factors of production, alongside labor and capital.",1.0
54,google-gemma,"A defendant was booked on a commercial airline flight. When the defendant arrived at the airport, two undercover police narcotics agents observed him. His appearance and actions led the police to believe that he fit the description of a predetermined profile of a drug courier. The officers approached the defendant and told him they wanted to detain him for questioning. The defendant asked what for, and the police explained that they were narcotics agents assigned to the airport and that he fit the profile of a drug courier. They then asked the defendant to hand over his overnight bag. The defendant refused. The officers then explained that he wouldn't be permitted to board the plane unless they inspected the contents of his bag. The defendant told the officers that he changed his mind and decided not to fly today after all. The officers still requested that the defendant turn his overnight bag over to them. The defendant did so, and then he was given permission to leave the airport. The next day, the police had a dog sniff the defendant's bag for narcotics. The results of this search gave police suspicion to believe that the bag contained narcotics. They opened the defendant's bag and found heroin inside. The defendant was subsequently arrested and charged with unlawful possession of narcotics. At trial, the defendant's attorney moves to prevent introduction of the heroin into evidence. This motion will most likely be","granted, because the police did not have probable cause to hold the bag overnight for the search.","The motion to prevent the introduction of the heroin into evidence will most likely be denied because the initial detention and the consent to search were justified based on reasonable suspicion. The defendant's voluntary surrender of his bag, followed by the dog sniff, provided probable cause for further inspection, making the discovery of the heroin admissible.",0.0
55,google-gemma,"Suppose the market price for corn drops from $1,00per bushel to $.75 per bushel. In reaction to this, the farmers decide to sell one third less corn to the market. Has the supply of corn to the market decrease?","No, the supply of corn to the market has not decreased.","Yes, the supply of corn to the market has decreased. By selling one-third less corn in response to the price drop, the farmers have reduced the overall quantity of corn available in the market.",1.0
56,google-gemma,Suppose taxes are cut in an economy that is in equilibrium at full employment. In the long run the tax cut will,raise the price level.,"In the long run, a tax cut in an economy at full employment will likely lead to increased consumer spending and investment, potentially pushing the economy beyond its full employment level, resulting in inflationary pressures.",1.0
57,google-gemma,What is steady state heat transfer?,"Steady state heat transfer is when the rate of energy in equals the rate of energy out, with no accumulation of energy.","The steady state heat transfer refers to a condition where the temperature distribution within a material or system does not change with time, meaning there is no accumulation of thermal energy. In this state, the amount of heat entering a system is equal to the amount leaving it. This equilibrium results in constant temperatures throughout the system.",1.0
58,google-gemma,Discuss feeding mechanisms in differentmolluscs. Describe the differences in structural organization that have enabled the various classes to adapt to different lifestyles.,"Chitons use a radula for feeding, gastropods have a well-developed radula and feed on plant or animal tissue, bivalves are filter feeders and lack a radula, and cephalopods are active predators with a radula and beaks.","Feeding mechanisms in molluscs vary widely depending on their lifestyle. For example, bivalves like clams and oysters use filter feeding, drawing water through their gills to capture plankton and detritus. Gastropods, such as snails and slugs, have radulae for scraping or drilling into food sources, adapting to herbivorous, omnivorous, or carnivorous diets. Cephalopods like squid and octopuses have powerful jaws and beaks to capture and consume prey, reflecting their predatory lifestyle. These adaptations in feeding structures enable molluscs to thrive in diverse aquatic environments.",1.0
59,google-gemma,What is the cost of capital accumulation to society?,Consumption society sacrifices today for the prospect of higher potential consumption tomorrow,,0.0
60,google-gemma,"One evening, a husband received a telephone call from an unidentified source who informed him that his wife was having an affair with his friend. As a result, the husband drove to his friend's house with a loaded shotgun. Believing that his friend was in an upstairs bedroom, the husband fired the shotgun through the dining room window, as he only wanted to teach him a lesson. Unbeknownst to the husband, his friend's wife was in the dining room and suffered a minor gunshot wound. The husband should be found",not guilty of attempted murder of either his friend or his friend's wife.,负责任地讲，这位丈夫的行为构成了故意伤害罪。他应当被追究刑事责任，并面临相应的法律制裁。此外，他的行为还可能影响家庭关系和社会和谐。,0.0
61,google-gemma,Why is the principle of diminishing returns so important to growth theory?,Diminishing marginal returns indicate that capital accumulation and population growth alone cannot indefinitely increase output.,'the principle of diminishing returns is crucial in growth theory because it explains how increases in input eventually yield smaller increases in output. This concept helps predict the limits of production efficiency and guides economic policies aimed at sustainable growth. Understanding diminishing returns aids in optimizing resource allocation for maximum benefit.,1.0
62,google-gemma,"Assume this question takes place in a ""lien theory"" state. A woman and her co-habiting partner share a property as joint tenants with the right of survivorship. He has run up debts that he did not tell her about, and so he uses his interest in the property to secretly get a mortgage from the bank. When he dies, the bank attempts to execute on the mortgage. Can it do so? Apply the majority view on this issue.","Yes, the mortgage was the equivalent of a deed of trust and the joint tenancy was severed by the mortgage lien, giving the bank unfettered legal authority to execute on its mortgage.",": In a lien theory state, the bank cannot execute on the mortgage after the cohabiting partner's death because the majority view holds that a joint tenant's interest cannot be mortgaged without the other joint tenant's knowledge and consent. The right of survivorship ensures that the surviving joint tenant automatically inherits the deceased's share, rendering the mortgage unenforceable against the property.",1.0
63,google-gemma,What are the three types of budget used by theU.S. govern-ment? Indicate the reason for their existence. Which isthe most indicative of macroeconomic policy problems?,"Unified Budget, National Income Accounts Budget and Full Employment Budget","The U.S. government uses three types of budgets: the annual operating budget, the multi-year budget, and the budget resolution. These exist to manage fiscal policy, set spending priorities, and control debt. The annual operating budget is most indicative of macroeconomic policy problems due to its direct impact on current economic conditions and fiscal health.",1.0
64,google-gemma,"A defendant was driving his car recklessly at a high rate of speed through a residential neighborhood. He was traveling at a speed of over 100 M. P. H. when he lost control of the car and jumped a curb, striking a woman who was walking along the sidewalk. As a result of the collision, the woman suffered severe internal injuries and fractured both legs. She was hospitalized for 11 months and became permanently disabled. If the defendant is charged with attempted murder, he should be found","guilty, because he should have stopped when he lost control of the car.",": If the defendant is charged with attempted murder, he should be found guilty given the reckless behavior, the serious injuries caused to the victim, and the permanent disability resulting from the collision.",1.0
65,google-gemma,Machu Picchu was built in the mountains as a:,relaxing getaway for elites.,,0.0
66,google-gemma,Another name for the fallacy of accident is,Dicto simpliciter,另一个名称为意外谬误。,0.0
67,google-gemma,How did the government stand behind the banks through the formation of the Federal Deposit Insurance Corporation?,By protecting all bank deposits with government insurance,"a
The Federal Deposit Insurance Corporation (FDIC) was established in 1933 to insure deposits in banks and other financial institutions, thereby protecting consumers' money and restoring public confidence in the banking system during the Great Depression. By insuring up to $250,000 per depositor, the FDIC aimed to prevent bank runs and ensure the stability of the U.S. banking system. The government's backing of the FDIC provided a safety net for depositors, encouraging them to keep their funds in insured banks rather than withdrawing them.",1.0
68,google-gemma,Distinguish betweenpenetranceexpressivity.,Expressivity is affected by environmental conditions while penetrance is not,"Penetrance refers to the proportion of individuals with a particular genotype who exhibit the expected phenotype, while expressivity describes the variability in the severity of the phenotype among individuals with the same genotype.",1.0
69,google-gemma,"Endurance type exercise training modulates fuel storage and substrate use. Adaptive responses include:
",Increasing intramuscular lipid use during exercise,"Endurance training increases muscle glycogen stores and enhances fat oxidation during exercise. It also improves insulin sensitivity, allowing for better glucose uptake by muscles. These adaptations help sustain prolonged physical activity more efficiently.",1.0
70,google-gemma,"A defendant met her friend at the electronics store where the friend worked. Unbeknownst to the defendant, her friend had taken a music player from the display case and stuffed it in her bag earlier in the day. Knowing that employees are subject to search when they leave the store, the friend surreptitiously put the music player into the defendant's bag. The defendant and her friend proceeded to a local tavern and drank shots of tequila. The friend became intoxicated and forgot to retrieve the stolen music player from the defendant's bag. After leaving the tavern, the defendant proceeded home. Upon opening her bag, she was surprised to see the music player. Believing that the music player had accidentally fallen into her bag at the bar, the defendant planned to return it the next day. The following day, however, the defendant changed her mind and decided to keep it. The defendant is guilty of",neither receiving stolen property nor larceny.,"umerary theft, as she knowingly took possession of property she knew to be stolen, with the initial intent to return it but later deciding to keep it.",1.0
71,google-gemma,Tayshawn sorts 56 marbles into equal groups with no marbles left over. Which statement could be true of the groups of marbles Tayshawn sorts?,There are 8 groups of marbles with 7 marbles in each group.,"The possible group sizes are factors of 56, such as 1, 2, 4, 7, 8, 14, 28, or 56. For example, Tayshawn could sort the marbles into 7 groups of 8 marbles each.",1.0
72,google-gemma,When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is greater than mg always,"When the ball moves in a horizontal circle, the string tension increases to support both the weight of the ball (mg) and the centripetal force required for circular motion. This results in a resultant tension that is greater than mg, directed along the string towards the center of the circular path.",1.0
73,google-gemma,The regional lymphatic drainage of the left side of the tip of the tongue is to the,left and right submental lymph nodes.,,0.0
74,google-gemma,Identify the only construct that is not pertinent to developmental models on intelligence:,Investment theory,,0.0
75,google-gemma,What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Herbert Hoover,".thumbnail
The opening theme song of ""All in the Family"" mentions President Lyndon B. Johnson.
The song humorously references President Johnson's policies and political climate of the time.
This reference was a way to set the show's backdrop against the social and political issues of the 1970s.",0.0
